Season,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,index_combine,Season_combine,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Overall Pick,Combine Participation
2023,Malachi Corley,WR,Western Kentucky,CUSA,0.818,0.914,-0.574,0.504,0.834,1.308,0.828,0.802,76.041,79.482,-3.441,18.65,27.517,24.848,47.17,28.871,50,2024,71,215,9.125,32.125,72.5,4.48,38.5,16,126,6.84,4.09,65,0
2023,Keon Coleman,WR,Florida State,ACC,0.421,0.445,-0.501,0.563,0.37,0.489,0.44,0.382,33.254,34.256,-1.002,19.697,10.351,6.851,23.326,9.928,46,2024,75.25,213,9.375,32.125,78.125,4.61,38,15,127,6.84,4.1,33,1
2023,Jonathon Brooks,RB,Texas,B12,0.288,0.778,0.217,0.254,0.208,0.723,0.302,0.238,52.652,17.895,34.757,22.316,14.568,16.638,42.88,9.772,29,2024,72.375,216,9.25,31.5,75.875,4.53,36,22,123,6.95,4.25,46,0
2023,Jaylen Wright,RB,Tennessee,SEC,0.239,0.35,0.22,0.164,0.175,0.883,0.175,0.481,37.523,8.046,29.477,13.647,9.122,18.541,21.645,15.878,319,2024,70.5,210,9.375,31.5,75.875,4.38,38,22,134,6.77,4.23,120,1
2023,Xavier Worthy,WR,Texas,B12,0.548,0.624,-0.981,0.531,1.052,0.065,0.433,0.797,46.62,50.545,-3.925,21.779,26.288,1.097,25.11,21.51,318,2024,71.25,165,8.75,31.125,74.25,4.21,41,16,131,6.91,4.25,28,1
2023,Michael Pratt,QB,Tulane,AAC,0.395,0.422,0.299,0.247,0.382,0.654,0.328,0.529,146.728,123.083,23.645,34.6,43.911,62.176,81.137,65.591,227,2024,74.5,217,9.25,30.75,77,4.7,36,14,114,7.2,4.23,245,1
2023,Braelon Allen,RB,Wisconsin,B1G,0.186,-0.048,0.221,0.179,0.079,0.733,0.141,0.422,38.232,-1.244,39.476,19.476,5.39,18.327,24.3,13.932,4,2024,73.25,235,9.25,31.25,76.25,4.6,32,26,117,7.29,4.28,134,1
2023,Johnny Wilson,WR,Florida State,ACC,0.902,0.902,-0.004,0.604,0.962,1.117,0.606,1.346,54.113,54.113,0,13.883,13.469,24.566,21.809,32.304,314,2024,78.375,231,10,35.375,84.5,4.52,37,14,128,6.82,4.11,185,1
2023,Isaiah Johnson,RB,North Texas,AAC,0.348,0.179,0.397,0.159,0.186,0.429,0.547,-0.066,13.917,1.608,12.309,2.069,3.351,3,14.779,-0.862,139,2024,75,205,8.875,32.875,80.5,4.64,38.5,15,129,6.94,4.21,300,1
2023,Brenden Rice,WR,USC,PAC,1.506,1.516,1.016,1.177,0.992,1.927,1.162,2.022,75.294,74.278,1.016,23.537,14.887,21.2,34.858,1,239,2024,74.375,208,9.625,33,78,4.5,36.5,13,119,6.86,4.12,225,1
2023,Dillon Johnson,RB,Washington,PAC,0.243,0.469,0.218,0.01,0.372,0.78,0.166,0.664,59.794,11.714,48.08,1.202,33.123,24.182,34.575,25.219,138,2024,71.625,217,9.375,30,72.625,4.68,31.5,22,117,7.06,4.25,300,1
2023,Rasheen Ali,RB,Marshall,SBC,0.176,0.254,0.165,0.06,0.218,0.4,0.169,0.204,41.288,7.88,33.408,6.909,16.81,14.796,31.304,9.984,2,2024,71.25,206,8.625,31.25,74.75,4.51,35,22,122,6.82,4.23,165,0
2023,Ben Sinnott,TE,Kansas State,B12,1.062,1.065,0.891,0.577,1.298,1.924,0.882,1.564,60.521,59.63,0.891,17.325,18.167,23.089,37.057,23.464,260,2024,75.875,250,9.5,32.375,77.5,4.68,40,28,126,6.82,4.23,53,1
2023,Javon Baker,WR,UCF,B12,1.411,1.411,0.144,0.862,2.036,1.797,1.029,1.968,76.218,76.218,0,21.541,36.64,16.17,32.924,43.294,11,2024,73.25,202,9.625,32.25,78.25,4.54,37,14,121,6.87,4.14,110,1
2023,Isaiah Davis,RB,South Dakota State,MVFC,0.451,0.809,0.408,0.32,0.438,0.897,0.4,0.669,99.292,19.409,79.883,38.348,27.154,33.172,71.176,28.116,58,2024,72.25,218,10.25,31.125,74.875,4.57,34.5,23,119,7.02,4.25,173,1
2023,Jalen Coker,WR,Holy Cross,Patriot,1.452,1.524,-0.562,1.48,1.053,1.977,1.472,1.415,84.22,85.344,-1.124,39.948,17.904,21.742,55.917,28.303,42,2024,73.375,208,9.875,32.875,76.75,4.57,42.5,19,128,6.84,4.1,300,1
2023,Tip Reiman,TE,Illinois,B1G,0.959,0.959,-0.628,0.283,1.219,1.71,0.941,1.042,21.1,21.1,0,2.55,9.751,6.838,16.93,4.17,238,2024,76.875,271,10.5,32.875,79.5,4.64,33.5,28,121,7.02,4.26,82,1
2023,Devontez Walker,WR,North Carolina,ACC,0.598,0.641,-0.073,0.309,0.985,0.345,0.377,0.862,39.443,39.736,-0.293,8.971,20.685,4.144,13.572,25.871,294,2024,73.5,193,9.125,33.25,79.125,4.36,40.5,18,134,6.86,4.15,113,1
2023,Jordan Jefferson,RB,Southern Utah,UAC,-0.038,0.256,-0.068,0.17,-0.421,0.142,-0.003,-0.282,-1.2,0.767,-1.967,2.553,-5.469,0.427,-0.074,-1.126,132,2024,74.75,313,9.875,33.125,79.25,5,31,34,104,8.21,5.13,116,1
2023,Jaden Shirden,RB,Monmouth,CAA,0.271,0.633,0.237,0.239,0.106,0.537,0.256,0.312,54.426,10.757,43.669,23.199,6.798,20.398,37.907,1,258,2024,68,187,9.25,28.75,69.625,4.45,34.5,22,117,6.6,4.21,300,1
2023,Isaiah Davis,WR,Morehead State,Pioneer,0.99,0.99,0.414,1.273,-0.442,2.139,0.415,2.139,2.97,2.97,0,1.273,-0.442,2.139,0.831,1,58,2024,72.25,218,10.25,31.125,74.875,4.57,34.5,23,119,7.02,4.25,173,1
2023,Ryan Flournoy,WR,Southeast Missouri State,Big South-OVC,0.991,1.014,0.753,0.931,0.869,1.392,0.875,1.156,67.397,62.881,4.516,26.064,19.99,22.265,35.018,32.379,82,2024,72.75,202,10.125,31.625,76.125,4.44,39.5,19,132,6.85,4.12,216,1
2023,Marcus II Harris,RB,Alabama State,SWAC,0.116,1.931,0.093,-0.037,-0.19,0.834,0.22,-0.244,9.279,1.931,7.348,-1.557,-4.555,8.342,13.665,-4.386,109,2024,74.375,286,9.625,32,78.25,5.06,29.5,27,103,6.81,4.6,247,1
2023,Myles Murphy,RB,North Alabama,UAC,-0.889,-0.524,-0.889,-0.889,-0.663,-0.486,-0.889,-0.571,-0.889,0,-0.889,-0.889,0,0,-0.889,0,204,2024,76.125,309,9.75,33.875,79,5.2,28.5,27,106,7.64,4.81,300,1
