Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,WR,Skill,Ole Miss,SEC,74.375,205,9.5,78.25,4.54,38.5,15,125.0,6.93,4.05,1,20.608,84.235,76.596,81.866,47.73,1,1,Rounds 2-3,0,0.07645917760939902,58,94.62809917355372,100.0
2023,RB,Skill,Texas,Big 12,71.0,215,9.75,74.75,4.46,37.0,20,124.0,6.77,4.26,1,19.379,79.1,73.758,70.57,66.449,1,1,Round 1,0,0.07517973796693578,58,95.0413223140496,100.0
2024,WR,Skill,Florida St.,ACC,75.25,213,9.375,78.125,4.61,38.0,15,127.0,6.84,4.1,1,19.915,83.68,70.051,84.429,58.266,0,1,Rounds 2-3,0,0.07128981534331513,58,95.45454545454545,100.0
2023,EDGE,DL,Clemson,ACC,77.0,268,8.5,81.25,4.62,32.0,25,117.0,7.36,4.44,1,17.553,74.958,64.744,77.07,48.641,0,1,Round 1,0,0.07087571305252283,58,95.86776859504133,100.0
2024,DL,DL,Texas,Big 12,76.5,366,10.125,81.25,5.27,26.0,27,98.0,8.74,5.46,1,23.196,86.583,76.615,83.977,60.972,1,1,Rounds 2-3,0,0.06563633584613171,58,96.28099173553719,100.0
2025,WR,Skill,Ohio State,Big Ten,72.875,202,9.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,24.823,87.333,80.443,83.601,49.523,1,1,Round 1,0,0.06280667520779437,58,96.69421487603306,100.0
2025,OT,OL,Texas,SEC,77.125,315,10.375,84.375,5.16,32.0,14,104.0,7.81,4.66,1,26.107,88.25,73.85,92.32,35.538,0,1,Round 1,0,0.05727291333487705,58,97.10743801652893,100.0
2023,CB,Secondary,Alabama,SEC,71.625,190,9.5,78.125,4.58,34.5,14,125.0,6.51,4.3,1,27.296,89.526,85.539,81.093,61.676,1,1,Rounds 2-3,0,0.05490913457262414,58,97.52066115702479,100.0
2023,LB,LB,Iowa,Big Ten,76.625,249,10.25,78.25,4.65,37.5,29,128.0,6.74,4.24,1,7.409,67.111,21.369,88.288,70.495,0,1,Round 1,0,0.048974828990257735,58,97.93388429752066,100.0
2024,OT,OL,Oregon St.,Pac-12,77.75,324,10.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,13.996,79.392,79.074,67.781,54.727,0,1,Round 1,0,0.04582490725862298,58,98.34710743801654,100.0
2023,CB,Secondary,Oregon,Pac-12,73.375,197,9.5,76.875,4.38,41.5,14,133.0,6.89,4.26,1,14.225,78.17,81.614,63.631,42.699,0,1,Round 1,0,0.03711291454351717,58,98.7603305785124,100.0
2025,QB,Skill,Miami,ACC,73.625,219,9.0,75.75,4.28,43.0,22,138.0,8.19,4.97,0,17.338,77.097,87.084,52.889,41.286,1,1,Round 1,0,0.028317273506774154,58,99.17355371900827,100.0
2024,EDGE,DL,Alabama,SEC,74.75,247,9.875,83.0,4.46,40.5,23,127.0,7.39,4.31,1,24.925,84.968,76.211,80.844,61.941,0,1,Round 1,0,0.017552878729976906,58,99.58677685950413,100.0
2025,LB,LB,Utah,Big 12,134.75,231,10.067,74.5,4.68,29.53,11,123.3,7.09,4.03,0,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0.009950375194488313,58,100.0,100.0
